draftRound,draftPick,playerName,position,age,height,weight,collegeAttended,rushingAttempts,rushingYards,avgYardsPerRush,rushingTouchdowns,receptions,receivingYards,avgYardsPerReception,receivingTouchdowns,passCompletions,passAttempts,passCompletionPercentage,passingYards,avgYardsPerPass,passingTouchdowns,passingInterceptions,fortyYardDash,verticalJump,benchPress,broadJump,threeCone,shuttle
5,156,Dennis Dixon,QB,23,190.0,195,Oregon,,,,,,,,,444,695,63.9,5129,7.4,38,21,4.58,,,,,
5,158,Kellen Davis,TE,22,198.0,259,Michigan St.,6,43,7.2,0,60,789,13.2,9,,,,,,,,4.59,28.0,22,118,7.25,4.38
5,163,Owen Schmitt,FB,23,188.0,251,West Virginia,160,1003,6.3,13,32,288,9.0,2,,,,,,,,4.73,,26,,,
5,166,Marcus Thomas,RB,24,188.0,215,Texas-El Paso,569,2615,4.6,26,94,957,10.2,6,,,,,,,,4.59,30.0,21,116,,
6,174,Josh Morgan,WR,23,183.0,218,Virginia Tech,6,20,3.3,0,122,1817,14.9,16,,,,,,,,4.46,,,,,
6,176,Jalen Parmele,RB,22,183.0,224,Toledo,589,3119,5.3,28,41,350,8.5,1,,,,,,,,4.47,34.0,19,125,6.96,4.29
6,182,Kevin Robinson,WR,23,183.0,190,Utah St.,35,165,4.7,1,178,2485,14.0,21,,,,,,,,4.69,27.5,,115,7.31,4.77
6,191,Paul Hubbard,WR,23,190.0,214,Wisconsin,,,,,53,936,17.7,5,,,,,,,,4.49,29.5,15,126,,
6,196,Tom Santi,TE,22,196.0,250,Virginia,,,,,97,1184,12.2,6,,,,,,,,4.80,36.0,14,121,7.08,4.27
6,202,Mike Hart,RB,22,175.0,195,Michigan,1015,5040,5.0,41,67,566,8.4,2,,,,,,,,4.69,28.0,23,110,,
7,209,Matt Flynn,QB,23,188.0,228,LSU,,,,,,,,,245,437,56.1,3096,7.1,31,13,4.79,28.0,,109,7.21,4.34
7,213,Chauncey Washington,RB,23,183.0,221,USC,371,1778,4.8,19,17,158,9.3,2,,,,,,,,4.45,,,,,
7,215,Justin Harper,WR,23,190.0,205,Virginia Tech,1,10,10.0,0,83,1338,16.1,8,,,,,,,,4.56,28.5,,120,7.03,4.43
7,227,Peyton Hillis,FB,22,185.0,240,Arkansas,203,959,4.7,12,118,1195,10.1,11,,,,,,,,4.64,30.5,26,117,7.15,
7,233,Justin Forsett,RB,22,173.0,195,California,567,3220,5.7,26,41,386,9.4,1,,,,,,,,4.62,26.5,26,112,6.96,
7,237,Adrian Arrington,WR,22,188.0,185,Michigan,,,,,109,1438,13.2,16,,,,,,,,4.55,,,,,
7,238,Cory Boyd,RB,23,185.0,212,South Carolina,464,2267,4.9,23,117,1303,11.1,5,,,,,,,,4.52,33.5,25,118,6.97,4.24
7,241,Geoff Schwartz,T,22,198.0,332,Oregon,1,3,3.0,0,,,,,,,,,,,,5.36,20.5,,98,7.90,4.79
1,1,Matthew Stafford,QB,21,190.0,220,Georgia,,,,,,,,,564,987,57.1,7731,7.8,51,33,4.81,30.5,,107,7.06,4.47
1,2,Jason Smith,T,23,193.0,305,Baylor,0,0,,0,6,70,11.7,1,,,,,,,,5.09,24.0,33,96,7.53,4.69
1,5,Mark Sanchez,QB,22,188.0,232,USC,,,,,,,,,313,487,64.3,3965,8.1,41,16,4.93,32.5,,116,7.06,4.21
1,7,Darrius Heyward-Bey,WR,22,188.0,210,Maryland,25,314,12.6,2,138,2089,15.1,13,,,,,,,,4.30,38.5,16,126,6.80,4.18
1,10,Michael Crabtree,WR,21,185.0,215,Texas Tech,2,1,0.5,0,231,3127,13.5,41,,,,,,,,4.54,,,,,
1,12,Knowshon Moreno,RB,22,178.0,215,Georgia,498,2734,5.5,30,53,645,12.2,2,,,,,,,,4.50,35.5,25,115,6.84,4.27
1,17,Josh Freeman,QB,21,198.0,240,Kansas St.,,,,,,,,,680,1151,59.1,8078,7.0,44,34,4.90,33.5,,119,7.11,4.43
1,19,Jeremy Maclin,WR,21,183.0,200,Missouri,91,668,7.3,6,182,2315,12.7,22,,,,,,,,4.43,,,,,
1,20,Brandon Pettigrew,TE,24,196.0,257,Oklahoma St.,,,,,112,1450,12.9,9,,,,,,,,4.80,33.0,22,118,7.12,4.37
1,22,Percy Harvin,WR,21,180.0,200,Florida,194,1852,9.5,19,133,1929,14.5,13,,,,,,,,4.39,,19,,,
1,27,Donald Brown,RB,22,180.0,210,Connecticut,698,3800,5.4,33,48,276,5.8,2,,,,,,,,4.46,41.5,,125,6.93,4.10
1,29,Hakeem Nicks,WR,21,183.0,210,North Carolina,7,43,6.1,1,181,2840,15.7,21,,,,,,,,4.51,36.0,,,,
1,30,Kenny Britt,WR,20,190.0,230,Rutgers,7,75,10.7,1,178,3043,17.1,17,,,,,,,,4.47,37.0,23,124,,4.47
1,31,Beanie Wells,RB,21,185.0,235,Ohio St.,585,3382,5.8,30,15,84,5.6,0,,,,,,,,4.38,33.5,25,128,,
2,36,Brian Robiskie,WR,21,188.0,207,Ohio St.,,,,,127,1866,14.7,24,,,,,,,,4.46,37.5,,,6.72,4.19
2,44,Pat White,QB,23,183.0,190,West Virginia,,,,,,,,,507,783,64.8,6049,7.7,56,23,4.55,35.0,,117,7.06,4.42
2,50,Mohamed Massaquoi,WR,22,185.0,210,Georgia,2,35,17.5,0,158,2282,14.4,16,,,,,,,,4.51,36.5,,127,,
2,53,LeSean McCoy,RB,21,180.0,210,Pittsburgh,584,2816,4.8,35,65,549,8.4,1,,,,,,,,4.50,,,,,
2,64,Richard Quinn,TE,23,190.0,260,North Carolina,0,0,,0,12,124,10.3,2,,,,,,,,4.88,32.5,24,119,7.50,4.62
3,65,Shonn Greene,RB,24,178.0,235,Iowa,376,2228,5.9,22,11,72,6.5,0,,,,,,,,4.55,37.0,19,121,7.10,4.40
3,74,Glen Coffee,RB,22,185.0,200,Alabama,410,2107,5.1,14,42,351,8.4,2,,,,,,,,4.50,36.0,24,121,7.35,4.51
3,82,Derrick Williams,WR,23,180.0,197,Penn St.,117,594,5.1,8,161,1743,10.8,9,,,,,,,,4.47,33.0,15,,,
3,84,Mike Wallace,WR,23,183.0,200,Mississippi,11,94,8.5,0,101,1910,18.9,15,,,,,,,,4.33,40.0,14,129,6.90,4.27
3,87,Patrick Turner,WR,22,196.0,221,USC,,,,,138,1752,12.7,17,,,,,,,,4.59,,,,,
3,89,Jared Cook,TE,22,196.0,254,South Carolina,,,,,73,1107,15.2,7,,,,,,,,4.49,41.0,23,123,,
3,91,Deon Butler,WR,23,178.0,170,Penn St.,4,-3,-0.8,0,179,2771,15.5,22,,,,,,,,4.31,34.5,12,118,7.01,4.48
3,98,Chase Coffman,TE,22,196.0,250,Missouri,1,8,8.0,0,247,2659,10.8,30,,,,,,,,4.83,,,,,
3,99,Juaquin Iglesias,WR,22,183.0,204,Oklahoma,12,109,9.1,1,202,2861,14.2,19,,,,,,,,4.44,34.5,,116,,4.40
3,100,Travis Beckum,TE,22,190.0,240,Wisconsin,8,25,3.1,0,159,2149,13.5,11,,,,,,,,4.61,,28,,,
4,101,Stephen McGee,QB,23,188.0,223,Texas A&M,,,,,,,,,485,815,59.5,5475,6.7,28,13,4.61,33.0,,112,7.34,4.49
4,107,Mike Thomas,WR,22,173.0,187,Arizona,45,395,8.8,3,259,3231,12.5,22,,,,,,,,4.30,40.5,,126,6.65,4.28
4,108,Brian Hartline,WR,22,188.0,180,Ohio St.,10,68,6.8,0,90,1429,15.9,12,,,,,,,,4.49,34.5,,120,6.65,4.12
4,111,Mike Goodson,RB,22,180.0,195,Texas A&M,374,1964,5.3,13,90,860,9.6,7,,,,,,,,4.43,39.5,14,118,6.89,4.22
4,121,Shawn Nelson,TE,23,193.0,238,Southern Miss,,,,,157,2054,13.1,16,,,,,,,,4.52,33.0,19,115,6.96,4.46
4,122,Anthony Hill,TE,24,196.0,264,North Carolina St.,,,,,79,852,10.8,5,,,,,,,,4.84,30.5,21,107,7.31,4.56
4,124,Louis Murphy,WR,22,188.0,200,Florida,3,19,6.3,0,77,1245,16.2,13,,,,,,,,4.32,,12,,,
4,127,Austin Collie,WR,23,185.0,200,BYU,17,106,6.2,0,215,3255,15.1,30,,,,,,,,4.53,34.0,17,120,6.78,4.24
4,128,Tony Fiammetta,RB,23,183.0,246,Syracuse,16,89,5.6,0,28,202,7.2,1,,,,,,,,4.58,34.0,30,112,7.31,4.49
4,129,Andre Brown,RB,22,183.0,224,North Carolina St.,523,2539,4.9,22,70,631,9.0,2,,,,,,,,4.37,37.0,24,115,7.35,4.33
4,134,Gartrell Johnson,RB,23,178.0,222,Colorado St.,472,2471,5.2,18,45,396,8.8,2,,,,,,,,4.67,34.0,20,114,,
5,141,Kenny McKinley,WR,22,180.0,182,South Carolina,13,34,2.6,0,207,2781,13.4,19,,,,,,,,4.37,37.0,,113,6.96,4.10
5,144,Jarett Dillard,WR,23,178.0,185,Rice,3,-2,-0.7,0,292,4138,14.2,60,,,,,,,,4.50,42.5,13,129,7.10,4.41
5,145,Quinn Johnson,RB,22,183.0,251,LSU,16,34,2.1,3,5,54,10.8,0,,,,,,,,4.72,32.0,16,115,,
5,152,James Casey,TE,24,190.0,235,Rice,102,362,3.5,11,157,1914,12.2,17,,,,,,,,4.69,36.0,28,111,7.00,4.48
5,158,Cody Glenn,LB,22,183.0,240,Nebraska,143,579,4.0,14,6,52,8.7,0,,,,,,,,4.67,,25,,,
5,173,Javon Ringer,RB,22,175.0,200,Michigan St.,843,4398,5.2,34,96,719,7.5,1,,,,,,,,4.50,34.0,23,115,6.87,4.11
6,174,Tom Brandstater,QB,24,196.0,215,Fresno St.,,,,,,,,,584,989,59.0,6857,6.9,47,32,4.87,28.5,,106,6.93,4.37
6,184,Bear Pascoe,TE,23,196.0,257,Fresno St.,,,,,112,1294,11.6,10,,,,,,,,4.89,26.5,,107,7.65,4.55
6,185,Cedric Peerman,RB,22,178.0,212,Virginia,382,1749,4.6,15,66,344,5.2,1,,,,,,,,4.34,40.0,27,117,6.99,4.29
6,194,Brandon Gibson,WR,22,183.0,204,Washington St.,10,19,1.9,0,182,2756,15.1,17,,,,,,,,4.59,,,,,
6,195,James Davis,RB,23,180.0,218,Clemson,753,3881,5.2,47,51,441,8.6,2,,,,,,,,4.45,32.0,17,109,7.15,4.37
6,201,Curtis Painter,QB,24,193.0,230,Purdue,,,,,,,,,987,1648,59.9,11163,6.8,67,46,4.87,29.0,,102,7.00,4.48
6,208,John Phillips,TE,22,196.0,251,Virginia,2,10,5.0,0,69,670,9.7,5,,,,,,,,4.78,33.5,20,112,6.84,4.27
7,211,Chris Ogbonnaya,RB,23,183.0,220,Texas,140,597,4.3,8,75,792,10.6,3,,,,,,,,4.57,35.0,19,111,6.85,4.29
7,229,Manuel Johnson,WR,22,183.0,183,Oklahoma,5,25,5.0,0,119,1710,14.4,17,,,,,,,,4.50,,,,,
7,233,Sammie Stroughter,WR,23,175.0,182,Oregon St.,11,64,5.8,0,164,2653,16.2,14,,,,,,,,4.45,30.0,13,110,7.03,4.28
7,241,David Johnson,TE,22,188.0,270,Arkansas St.,,,,,45,760,16.9,9,,,,,,,,4.73,32.5,21,113,7.28,4.43
7,243,Marko Mitchell,WR,24,190.0,204,Nevada,5,92,18.4,0,153,2763,18.1,22,,,,,,,,4.43,32.0,9,116,7.04,4.33
7,248,Cameron Morrah,TE,22,190.0,244,California,,,,,41,484,11.8,10,,,,,,,,4.61,32.5,24,115,6.99,4.36
7,253,Tiquan Underwood,WR,22,185.0,175,Rutgers,19,63,3.3,0,132,1931,14.6,16,,,,,,,,4.31,41.5,7,129,6.62,4.11
7,255,Dan Gronkowski,TE,24,198.0,255,Maryland,,,,,40,401,10.0,4,,,,,,,,4.79,33.0,26,122,6.92,4.26
1,1,Sam Bradford,QB,22,193.0,224,Oklahoma,,,,,,,,,604,893,67.6,8403,9.4,88,16,4.79,,,,,
1,9,C.J. Spiller,RB,23,180.0,194,Clemson,606,3547,5.9,32,123,1420,11.5,11,,,,,,,,4.37,,18,,,
1,12,Ryan Mathews,RB,22,183.0,220,Fresno St.,534,3280,6.1,39,19,268,14.1,2,,,,,,,,4.37,36.0,19,121,7.00,4.33
1,21,Jermaine Gresham,TE,22,196.0,260,Oklahoma,1,5,5.0,0,111,1629,14.7,26,,,,,,,,4.66,35.0,20,113,7.07,4.53
1,22,Demaryius Thomas,WR,22,190.0,229,Georgia Tech,4,32,8.0,0,120,2339,19.5,15,,,,,,,,4.52,,,,,
1,24,Dez Bryant,WR,21,188.0,220,Oklahoma St.,2,16,8.0,0,147,2425,16.5,29,,,,,,,,4.52,,,,,
1,25,Tim Tebow,QB,23,188.0,236,Florida,,,,,,,,,661,995,66.4,9285,9.3,88,16,4.71,38.5,,115,6.66,4.17
1,30,Jahvid Best,RB,21,175.0,190,California,364,2668,7.3,29,62,533,8.6,6,,,,,,,,4.34,32.5,18,113,6.75,4.17
2,36,Dexter McCluster,WR,21,175.0,165,Mississippi,304,1955,6.4,15,130,1703,13.1,7,,,,,,,,4.53,37.5,20,118,,4.06
2,39,Arrelious Benn,WR,21,188.0,225,Illinois,62,282,4.5,3,159,2221,14.0,7,,,,,,,,4.57,37.0,20,118,,
2,42,Rob Gronkowski,TE,21,198.0,265,Arizona,,,,,75,1197,16.0,16,,,,,,,,4.68,,23,,,
2,48,Jimmy Clausen,QB,22,190.0,217,Notre Dame,,,,,,,,,695,1110,62.6,8148,7.3,60,27,4.76,,,,,
2,51,Toby Gerhart,RB,23,183.0,234,Stanford,671,3522,5.2,44,39,395,10.1,0,,,,,,,,4.50,38.0,22,118,6.94,4.25
2,58,Ben Tate,RB,22,180.0,214,Auburn,678,3321,4.9,24,53,336,6.3,0,,,,,,,,4.34,40.5,26,124,6.91,4.12
2,59,Montario Hardesty,RB,23,180.0,205,Tennessee,560,2391,4.3,26,38,405,10.7,1,,,,,,,,4.49,41.0,21,124,6.87,4.14
2,60,Golden Tate,WR,22,178.0,197,Notre Dame,31,227,7.3,3,157,2707,17.2,26,,,,,,,,4.42,35.0,17,120,7.12,4.34
3,70,Ed Dickson,TE,23,193.0,250,Oregon,5,28,5.6,0,124,1557,12.6,12,,,,,,,,4.59,34.0,23,115,7.32,4.59
3,77,Damian Williams,WR,22,185.0,190,USC,7,64,9.1,0,147,2114,14.4,17,,,,,,,,4.52,38.0,19,118,6.79,4.24
3,78,Brandon LaFell,WR,23,190.0,210,LSU,8,37,4.6,1,175,2517,14.4,25,,,,,,,,4.58,36.0,,115,6.81,4.23
3,82,Emmanuel Sanders,WR,23,180.0,180,SMU,9,40,4.4,0,285,3791,13.3,34,,,,,,,,4.40,39.5,12,126,6.64,4.10
3,84,Jordan Shipley,WR,24,180.0,190,Texas,16,162,10.1,0,248,3191,12.9,33,,,,,,,,4.60,36.5,16,116,,
3,85,Colt McCoy,QB,24,185.0,210,Texas,,,,,,,,,1157,1645,70.3,13253,8.1,112,45,4.79,,,114,,
3,87,Eric Decker,WR,23,190.0,214,Minnesota,15,114,7.6,1,227,3119,13.7,24,,,,,,,,4.54,,15,,,
3,90,Taylor Price,WR,22,183.0,204,Ohio,24,125,5.2,0,149,2019,13.6,14,,,,,,,,4.40,37.0,16,114,6.82,4.34
3,93,Tony Moeaki,TE,23,193.0,250,Iowa,,,,,76,953,12.5,11,,,,,,,,4.69,34.0,18,113,7.10,4.42
3,95,Jimmy Graham,TE,23,201.0,265,Miami (FL),,,,,17,213,12.5,5,,,,,,,,4.53,38.5,,120,6.90,4.45
4,99,Mardy Gilyard,WR,23,183.0,187,Cincinnati,7,26,3.7,1,204,3003,14.7,25,,,,,,,,4.61,39.0,,116,6.92,4.40
4,101,Mike Williams,WR,23,188.0,204,Syracuse,1,-7,-7.0,0,133,2044,15.4,20,,,,,,,,4.53,33.5,8,116,6.90,4.31
4,108,Jacoby Ford,WR,23,175.0,181,Clemson,58,494,8.5,2,143,1986,13.9,16,,,,,,,,4.28,33.5,15,115,7.00,4.44
4,112,Joe McKnight,RB,22,183.0,190,USC,347,2213,6.4,13,66,542,8.2,2,,,,,,,,4.40,36.5,18,120,,
4,113,Aaron Hernandez,TE,20,188.0,250,Florida,1,16,16.0,0,111,1382,12.5,12,,,,,,,,4.64,,,,,
4,114,Dennis Pitta,TE,25,193.0,245,BYU,,,,,221,2901,13.1,21,,,,,,,,4.68,34.0,27,113,6.72,4.17
4,118,Garrett Graham,TE,24,190.0,245,Wisconsin,,,,,121,1492,12.3,16,,,,,,,,4.71,34.5,20,112,7.09,4.35
4,122,Mike Kafka,QB,23,190.0,216,Northwestern,,,,,,,,,408,637,64.1,4265,6.7,19,20,4.93,32.0,,110,6.96,4.37
5,132,Michael Hoomanawanui,TE,22,193.0,265,Illinois,,,,,40,490,12.3,4,,,,,,,,4.77,,25,,,
5,139,John Conner,RB,23,180.0,240,Kentucky,54,247,4.6,4,25,193,7.7,4,,,,,,,,4.64,35.0,24,111,7.15,4.32
5,154,Andrew Quarless,TE,21,193.0,248,Penn St.,,,,,87,1146,13.2,8,,,,,,,,4.68,32.0,23,112,,
5,156,David Reed,WR,23,183.0,188,Utah,5,19,3.8,1,106,1615,15.2,11,,,,,,,,4.56,37.0,15,114,6.95,4.38
5,159,Riley Cooper,WR,22,190.0,214,Florida,1,14,14.0,0,81,1496,18.5,18,,,,,,,,4.53,33.0,,114,,
5,162,Brody Eldridge,TE,23,196.0,265,Oklahoma,,,,,13,98,7.5,1,,,,,,,,4.72,31.5,,,,
5,169,Marshall Newhouse,G,21,193.0,330,TCU,1,3,3.0,0,,,,,,,,,,,,4.99,25.0,25,97,7.40,4.60
6,173,Anthony Dixon,RB,22,185.0,239,Mississippi St.,910,3994,4.4,42,56,449,8.0,4,,,,,,,,4.67,33.0,15,121,7.09,4.49
6,177,Carlton Mitchell,WR,22,193.0,212,South Florida,5,24,4.8,0,105,1648,15.7,9,,,,,,,,4.46,36.0,16,122,6.96,4.55
6,182,Nate Byham,TE,22,193.0,268,Pittsburgh,,,,,47,612,13.0,3,,,,,,,,4.97,29.0,,109,,
6,185,Anthony McCoy,TE,22,196.0,244,USC,1,25,25.0,0,46,731,15.9,3,,,,,,,,4.71,35.5,19,113,6.99,4.57
6,188,Jonathan Dwyer,RB,21,180.0,235,Georgia Tech,517,3226,6.2,35,15,263,17.5,1,,,,,,,,4.64,33.0,15,107,7.56,4.67
6,191,Dezmon Briscoe,WR,21,190.0,200,Kansas,4,37,9.3,1,219,3240,14.8,31,,,,,,,,4.66,33.0,9,115,7.10,4.57
6,193,James Starks,RB,24,185.0,203,Buffalo,698,3140,4.5,34,127,898,7.1,3,,,,,,,,4.50,36.0,15,119,6.89,4.23
6,195,Antonio Brown,WR,22,178.0,181,Central Michigan,72,531,7.4,4,305,3199,10.5,22,,,,,,,,4.56,33.5,13,105,6.98,4.18
6,197,Trindon Holliday,WR,24,165.0,162,LSU,115,776,6.7,4,7,72,10.3,0,,,,,,,,4.34,42.0,10,116,6.54,4.48
6,198,David Gettis,WR,23,190.0,217,Baylor,,,,,116,1555,13.4,4,,,,,,,,4.43,34.5,15,124,6.94,4.41
6,204,Tony Pike,QB,24,196.0,212,Cincinnati,,,,,,,,,421,682,61.7,5018,7.4,49,20,4.90,28.5,,108,7.06,4.53
6,206,Kyle Williams,WR,22,178.0,185,Arizona St.,17,130,7.6,0,109,1626,14.9,18,,,,,,,,4.40,33.0,11,118,7.00,4.19
7,209,Levi Brown,QB,23,190.0,229,Troy,,,,,,,,,522,830,62.9,6284,7.6,38,12,4.93,31.5,20,106,7.07,4.43
7,233,Jim Dray,TE,23,196.0,253,Stanford,,,,,41,455,11.1,7,,,,,,,,4.82,,17,,,
7,235,Dedrick Epps,TE,22,190.0,246,Miami (FL),,,,,49,634,12.9,6,,,,,,,,4.70,,19,,,
1,1,Cam Newton,QB,22,196.0,245,Auburn,,,,,,,,,191,292,65.4,2908,10.0,30,7,4.56,35.0,,126,6.92,4.18
1,4,A.J. Green,WR,23,193.0,210,Georgia,7,105,15.0,0,166,2619,15.8,23,,,,,,,,4.48,34.5,18,126,6.91,4.21
1,6,Julio Jones,WR,22,190.0,220,Alabama,10,139,13.9,2,179,2653,14.8,15,,,,,,,,4.34,38.5,17,135,6.66,4.25
1,8,Jake Locker,QB,23,188.0,228,Washington,,,,,,,,,619,1147,54.0,7639,6.7,53,35,4.51,35.0,,120,6.77,4.12
1,10,Blaine Gabbert,QB,21,193.0,235,Missouri,,,,,,,,,568,933,60.9,6822,7.3,40,18,4.61,33.5,,120,6.84,4.26
1,12,Christian Ponder,QB,23,188.0,222,Florida St.,,,,,,,,,596,965,61.8,6872,7.1,49,30,4.63,34.0,,116,6.85,4.09
1,26,Jonathan Baldwin,WR,22,193.0,225,Pittsburgh,5,68,13.6,0,128,2337,18.3,16,,,,,,,,4.49,42.0,20,129,7.07,4.34
1,28,Mark Ingram,RB,21,175.0,215,Alabama,572,3261,5.7,42,60,670,11.2,4,,,,,,,,4.62,31.5,21,118,7.13,4.62
2,35,Andy Dalton,QB,23,188.0,220,TCU,,,,,,,,,812,1317,61.7,10314,7.8,71,30,4.83,29.5,,106,6.93,4.27
2,36,Colin Kaepernick,QB,23,193.0,225,Nevada,,,,,,,,,740,1271,58.2,10098,7.9,82,24,4.53,32.5,,115,6.85,4.18
2,38,Ryan Williams,RB,21,178.0,205,Virginia Tech,403,2132,5.3,30,26,289,11.1,2,,,,,,,,4.59,40.0,19,123,6.96,4.18
2,43,Kyle Rudolph,TE,21,198.0,265,Notre Dame,,,,,90,1032,11.5,8,,,,,,,,4.83,,,,,
2,44,Titus Young,WR,22,180.0,175,Boise St.,47,350,7.4,8,204,3063,15.0,25,,,,,,,,4.43,,,123,,
2,47,Lance Kendricks,TE,23,190.0,250,Wisconsin,9,92,10.2,0,78,1160,14.9,8,,,,,,,,4.65,34.5,25,122,6.94,4.15
2,56,Shane Vereen,RB,22,178.0,205,California,556,2834,5.1,29,74,674,9.1,6,,,,,,,,4.49,34.0,31,115,6.95,4.28
2,57,Mikel Leshoure,RB,21,183.0,230,Illinois,424,2557,6.0,23,37,439,11.9,5,,,,,,,,4.56,38.0,21,122,6.82,4.40
2,58,Torrey Smith,WR,22,183.0,205,Maryland,21,66,3.1,1,152,2215,14.6,19,,,,,,,,4.41,41.0,19,126,6.72,4.13
2,59,Greg Little,WR,22,188.0,220,North Carolina,166,805,4.8,6,86,969,11.3,6,,,,,,,,4.51,40.5,27,129,6.80,4.21
2,62,Daniel Thomas,RB,23,183.0,225,Kansas St.,545,2850,5.2,30,52,428,8.2,0,,,,,,,,4.62,,21,,,
2,64,Randall Cobb,WR,21,178.0,192,Kentucky,228,1313,5.8,22,144,1661,11.5,13,,,,,,,,4.46,33.5,16,115,7.08,4.34
3,69,Rob Housler,TE,23,196.0,238,Florida Atlantic,5,108,21.6,1,78,1228,15.7,8,,,,,,,,4.46,37.0,22,117,6.90,4.21
3,71,DeMarco Murray,RB,23,185.0,220,Oklahoma,759,3685,4.9,50,157,1571,10.0,13,,,,,,,,4.37,34.5,21,124,7.28,4.18
3,73,Stevan Ridley,RB,22,180.0,220,LSU,306,1419,4.6,19,17,94,5.5,0,,,,,,,,4.65,36.0,18,118,6.78,4.21
3,74,Ryan Mallett,QB,23,198.0,240,Arkansas,,,,,,,,,552,955,57.8,8385,8.8,69,24,5.37,24.0,,103,,
3,78,Austin Pettis,WR,23,188.0,205,Boise St.,1,-11,-11.0,0,229,2838,12.4,39,,,,,,,,4.56,33.5,14,120,6.68,3.88
3,79,Leonard Hankerson,WR,23,185.0,205,Miami (FL),,,,,134,2160,16.1,22,,,,,,,,4.40,36.0,14,117,6.94,4.21
3,82,Vincent Brown,WR,22,180.0,184,San Diego St.,7,34,4.9,0,209,3110,14.9,23,,,,,,,,4.68,33.5,12,121,6.64,4.25
3,83,Jerrel Jernigan,WR,22,175.0,181,Troy,132,892,6.8,5,262,3128,11.9,18,,,,,,,,4.46,37.5,11,124,7.07,4.25
3,90,Curtis Marsh,DB,23,183.0,195,Utah St.,124,487,3.9,4,28,210,7.5,1,,,,,,,,4.42,37.5,12,123,6.87,4.07
3,96,Alex Green,RB,23,183.0,220,Hawaii,232,1652,7.1,20,38,461,12.1,2,,,,,,,,4.45,34.0,20,114,6.91,4.15
4,102,Jordan Cameron,TE,23,196.0,265,USC,1,6,6.0,0,16,126,7.9,1,,,,,,,,4.53,37.5,23,119,6.82,4.03
4,104,Luke Stocker,TE,23,196.0,253,Tennessee,,,,,85,956,11.2,8,,,,,,,,4.68,33.0,27,115,7.03,4.40
4,112,Greg Salas,WR,23,185.0,206,Hawaii,,,,,285,4345,15.2,26,,,,,,,,4.53,37.0,15,120,6.65,4.10
4,115,Kendall Hunter,RB,22,170.0,199,Oklahoma St.,708,4181,5.9,37,63,519,8.2,2,,,,,,,,4.46,35.0,24,122,6.74,4.21
4,119,Delone Carter,RB,24,175.0,225,Syracuse,646,3104,4.8,24,28,208,7.4,1,,,,,,,,4.54,37.0,27,120,6.92,4.07
4,123,Tandon Doss,WR,21,188.0,201,Indiana,42,290,6.9,2,154,1854,12.0,13,,,,,,,,4.62,,14,,,
4,126,Bilal Powell,RB,22,178.0,204,Louisville,436,2338,5.4,19,45,344,7.6,3,,,,,,,,4.51,,18,,,
4,130,Jamie Harper,RB,21,180.0,235,Clemson,311,1311,4.2,12,50,398,8.0,3,,,,,,,,4.53,36.5,24,120,7.16,4.39
5,132,Kealoha Pilares,WR,23,178.0,213,Hawaii,125,701,5.6,8,209,2491,11.9,22,,,,,,,,4.42,,19,,,
5,133,Johnny White,RB,23,178.0,200,North Carolina,246,1262,5.1,8,47,510,10.9,1,,,,,,,,4.50,32.5,,117,7.07,4.31
5,141,D.J. Williams,TE,22,188.0,236,Arkansas,,,,,152,1855,12.2,10,,,,,,,,4.59,33.5,20,111,7.29,4.51
5,145,Jacquizz Rodgers,RB,21,168.0,205,Oregon St.,788,3877,4.9,46,151,1056,7.0,5,,,,,,,,4.59,33.0,,113,7.31,4.26
5,148,Denarius Moore,WR,22,183.0,195,Tennessee,10,105,10.5,1,112,2004,17.9,18,,,,,,,,4.43,36.0,13,118,6.78,4.15
5,149,Dion Lewis,RB,20,173.0,195,Pittsburgh,544,2860,5.3,30,52,405,7.8,1,,,,,,,,4.56,34.5,17,112,6.90,4.18
5,152,T.J. Yates,QB,24,193.0,215,North Carolina,,,,,,,,,795,1277,62.3,9377,7.3,58,46,5.06,29.5,,104,6.96,4.12
5,153,Jeremy Kerley,WR,22,175.0,188,TCU,63,306,4.9,8,120,1299,10.8,12,,,,,,,,4.56,34.5,16,120,,
5,155,Niles Paul,WR,22,185.0,242,Nebraska,9,56,6.2,1,103,1532,14.9,5,,,,,,,,4.45,34.5,24,117,6.90,4.14
5,159,Lee Smith,TE,23,198.0,265,Tennessee,1,0,0.0,0,75,791,10.5,3,,,,,,,,4.94,29.0,25,108,7.13,4.28
5,160,Nathan Enderle,QB,23,193.0,240,Idaho,,,,,,,,,779,1427,54.6,10084,7.1,74,60,5.12,25.5,,102,7.13,4.46
6,167,Ryan Whalen,WR,22,185.0,204,Stanford,,,,,140,1884,13.5,7,,,,,,,,4.53,38.5,18,123,6.67,4.09
6,174,Charles Clay,TE,22,190.0,255,Tulsa,179,911,5.1,10,189,2544,13.5,28,,,,,,,,4.69,33.5,18,118,7.07,4.15
6,176,Dwayne Harris,WR,23,180.0,206,East Carolina,86,526,6.1,6,268,3001,11.2,20,,,,,,,,4.53,34.0,10,111,6.77,4.21
6,177,Evan Royster,RB,23,183.0,218,Penn St.,686,3932,5.7,29,61,562,9.2,3,,,,,,,,4.65,34.0,20,113,7.07,4.18
6,178,Aldrick Robinson,WR,22,178.0,185,SMU,,,,,181,3314,18.3,30,,,,,,,,4.35,40.0,17,126,6.65,4.09
